Channel Property File - California Gulch 30m
CHANLINKS	25
1	149
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
2.0000	0.0000	1.0000	0.1800	1.0000	0.0000
